Ag,-42911.14054839441
Au,-42624.194291655585
Co,-42952.568410269596
Cr,-41278.22027195665
Cu,-44385.85915843552
Hf,-40346.105131958844
Ir,-41370.798346451185
Mn,-42831.1669821155
Mo,-40752.065816448085
Nb,-43543.7222055315
Ni,-43563.02858210537
Os,-41595.14442855895
Pd,-45979.58707558651
Pt,-41764.80694084549
Re,-41492.221519912215
Rh,-45406.247989388175
Ru,-41453.1599102954
Sc,-40173.20928634442
Ta,-40830.84874659262
Tc,-41079.62670575369
Ti,-40513.41503047481
V,-40863.93932935159
W,-41061.98766679676
Y,-40083.672114075634
Zr,-40240.10984539233
