Ag,-42894.133709354785
Au,-42607.297056446034
Co,-42936.319373509534
Cr,-41261.509518349594
Cu,-44368.87988209115
Fe,-43396.03032468869
Hf,-40329.717626608144
Ir,-41354.54416401612
Mn,-42814.85220058153
Mo,-40736.2577550565
Nb,-43527.05068708412
Ni,-43546.67826874668
Os,-41578.97446212954
Pd,-45962.954551341914
Pt,-41748.45483425578
Re,-41476.60008869734
Rh,-45390.118888625315
Ru,-41436.56072137162
Sc,-40156.574262052796
Ta,-40814.00090442088
Tc,-41063.86507788846
Ti,-40497.05565408852
V,-40847.60395899502
W,-41046.332412360716
Zr,-40223.70078752745
